ReachID,SiteAction,HydroAction,Year,Watershed_Runoff_left,Watershed_Runoff_right,Hydrologic_Connection_left,Hydrologic_Connection_right,Streambank_Processes_left,Streambank_Processes_right,Energy_Nutrients_Sediment_left,Energy_Nutrients_Sediment_right,Riparian_Filtering_left,Riparian_Filtering_right,Lateral_Processes_left,Lateral_Processes_right,Longitudinal_Movement_Habitat_left,Longitudinal_Movement_Habitat_right,Plant_Community_left,Plant_Community_right,Canopy_Habitat_left,Canopy_Habitat_right,Understory_Habitat_left,Understory_Habitat_right,Floor_Habitat_left,Floor_Habitat_right,Stream_Habitat_left,Stream_Habitat_right,Riparian_Area_ac_left,Riparian_Area_ac_right,Peak_Discharge_cfs,W75_hr,W50_hr,Bank_Height_Ratio,Site_Velocity_ft_s,Reference_Velocity_ft_s,Reference_Area_ft2,Site_Area_ft2,Channel_Alteration,Channel_Stability_Evolution,Bank_Stability,Root_Depth_ft,Root_Density_per,Surface_Protection_per,Bank_Material,Bankfull_Mean_Depth_ft,Habitat_Available_Cover,Large_Wood,Velocity_Depth_Regime,Substrate_Deposition_Embeddedness,Aquatic_Organism_Passage,Material_Transport,Passage_Rate,Reach_Top_Width_ft,Reference_Top_Width_ft,Reach_Length_ft
17D2E,Alternative3,Pond1,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,15,12,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,Alternative3,Pond1,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,16,13,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,FWOP,Pond2,0,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,Pond2,2,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,Pond2,10,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,Pond2,50,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,Alternative1,Pond2,0,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,15,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,Pond2,2,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,16,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,Pond2,10,13,13,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,17,16,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,Pond2,50,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,18,15,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,Pond2,0,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,6.633146182,8.613189818,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,13,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,Pond2,2,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8.240125062,10.2201687,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,14,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,Pond2,10,12,12,12,12,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,8.240125062,10.2201687,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,15,14,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,Pond2,50,12,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,8.240125062,10.2201687,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,16,15,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative3,Pond2,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,10,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,Alternative3,Pond2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,11,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,Alternative3,Pond2,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,15,12,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,Alternative3,Pond2,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,16,13,12,13,13,15,0.655457629,70,70,2156.26752
17B,FWOP,None,0,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,None,2,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,None,10,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,None,50,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,Alternative1,None,0,10,14,10,14,9,7,12,11,13,15,12,14,11,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,16,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,15,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,None,2,10,14,10,14,9,7,12,11,13,15,12,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,16,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,None,10,11,15,11,14,10,7,12,12,13,15,13,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,None,50,11,15,11,14,10,7,12,12,13,15,13,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,17,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,None,0,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,15,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,None,2,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,None,10,11,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,18,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,None,50,11,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,18,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,17,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative3,None,0,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,11,6.484874062,3.607606939,86.75863008,186.88,15,15,15,1,25,60,Sandy loam,2.119439716,13,13,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,None,2,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,11,6.484874062,3.607606939,86.75863008,186.88,15,15,15,1,25,60,Sandy loam,2.119439716,13,14,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,None,10,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,12,6.484874062,3.607606939,86.75863008,186.88,16,16,15,1,25,60,Sandy loam,2.119439716,14,14,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,None,50,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,12,6.484874062,3.607606939,86.75863008,186.88,16,16,15,1,25,60,Sandy loam,2.119439716,14,13,15,15,15,15,0.894,70.89,85,6461.98608
17B,FWOP,Pond1,0,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,Pond1,2,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,Pond1,10,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,Pond1,50,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,Alternative1,Pond1,0,10,14,10,14,9,7,12,11,13,15,12,14,11,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,16,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,15,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,Pond1,2,10,14,10,14,9,7,12,11,13,15,12,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,16,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,Pond1,10,11,15,11,14,10,7,12,12,13,15,13,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,Pond1,50,11,15,11,14,10,7,12,12,13,15,13,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,17,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond1,0,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,15,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond1,2,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond1,10,11,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,18,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond1,50,11,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,18,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,17,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative3,Pond1,0,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,11,6.484874062,3.607606939,86.75863008,186.88,15,15,15,1,25,60,Sandy loam,2.119439716,13,13,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,Pond1,2,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,11,6.484874062,3.607606939,86.75863008,186.88,15,15,15,1,25,60,Sandy loam,2.119439716,13,14,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,Pond1,10,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,12,6.484874062,3.607606939,86.75863008,186.88,16,16,15,1,25,60,Sandy loam,2.119439716,14,14,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,Pond1,50,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,12,6.484874062,3.607606939,86.75863008,186.88,16,16,15,1,25,60,Sandy loam,2.119439716,14,13,15,15,15,15,0.894,70.89,85,6461.98608
17B,FWOP,Pond2,0,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,Pond2,2,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,Pond2,10,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,FWOP,Pond2,50,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,5,6.484874062,3.607606939,86.75863008,186.88,8,10,6,1,25,60,Sandy loam,2.119439716,12,8,7,10,15,13,0.894,70.89,85,6461.98608
17B,Alternative1,Pond2,0,10,14,10,14,9,7,12,11,13,15,12,14,11,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,16,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,15,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,Pond2,2,10,14,10,14,9,7,12,11,13,15,12,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,16,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,Pond2,10,11,15,11,14,10,7,12,12,13,15,13,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative1,Pond2,50,11,15,11,14,10,7,12,12,13,15,13,14,11,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,17,18,18,1,40,80,Sandy loam,2.119439716,17,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond2,0,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,15,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond2,2,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,17,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond2,10,11,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,18,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,16,16,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative2,Pond2,50,11,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.96187914,25.60552345,447.4,12.4,15.4,18,3.61,3.607606939,86.75863008,86.75863008,18,18,18,1,40,80,Sandy loam,2.119439716,17,15,18,18,18,18,0.894,85,85,6461.98608
17B,Alternative3,Pond2,0,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,11,6.484874062,3.607606939,86.75863008,186.88,15,15,15,1,25,60,Sandy loam,2.119439716,13,13,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,Pond2,2,9,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,11,6.484874062,3.607606939,86.75863008,186.88,15,15,15,1,25,60,Sandy loam,2.119439716,13,14,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,Pond2,10,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,12,6.484874062,3.607606939,86.75863008,186.88,16,16,15,1,25,60,Sandy loam,2.119439716,14,14,15,15,15,15,0.894,70.89,85,6461.98608
17B,Alternative3,Pond2,50,10,14,7,14,6,1,11,10,12,15,12,14,10,13,11,14,11,14,11,14,13,12,11,13,74.75713855,25.39956615,447.4,12.4,15.4,12,6.484874062,3.607606939,86.75863008,186.88,16,16,15,1,25,60,Sandy loam,2.119439716,14,13,15,15,15,15,0.894,70.89,85,6461.98608
2A,FWOP,None,0,8,13,2,10,1,6,3,8,8,13,5,6,7,8,2,11,4,13,2,13,3,14,3,8,29.20848246,32.19387628,1087.3,9.416666667,14.4,7,6.619366242,3.187045183,123.8696467,158.42,8,8,5,2,10,60,Sandy loam,2.577981435,5,10,8,13,13,13,1,46.31218085,100,3739.6656
2A,FWOP,None,2,8,13,2,10,1,6,3,8,8,13,5,6,7,8,2,11,4,13,2,13,3,14,3,8,29.20848246,32.19387628,1087.3,9.416666667,14.4,7,6.619366242,3.187045183,123.8696467,158.42,8,8,5,2,10,60,Sandy loam,2.577981435,5,10,8,13,13,13,1,46.31218085,100,3739.6656
2A,FWOP,None,10,8,13,2,10,1,6,3,8,8,13,5,6,7,8,2,11,4,13,2,13,3,14,3,8,29.20848246,32.19387628,1087.3,9.416666667,14.4,7,6.619366242,3.187045183,123.8696467,158.42,8,8,5,2,10,60,Sandy loam,2.577981435,5,10,8,13,13,13,1,46.31218085,100,3739.6656
2A,FWOP,None,50,8,13,2,10,1,6,3,8,8,13,5,6,7,8,2,11,4,13,2,13,3,14,3,8,29.20848246,32.19387628,1087.3,9.416666667,14.4,7,6.619366242,3.187045183,123.8696467,158.42,8,8,5,2,10,60,Sandy loam,2.577981435,5,10,8,13,13,13,1,46.31218085,100,3739.6656
2A,Alternative1,None,0,16,17,13,17,11,13,13,13,13,17,13,13,15,15,11,17,11,17,10,17,13,17,11,13,29.20848246,32.19387628,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,15,16,16,18,18,18,1,100,100,3889
2A,Alternative1,None,2,16,17,13,17,11,13,13,13,13,17,13,13,15,15,11,17,11,17,10,17,13,17,11,13,30.00616382,32.99155764,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,16,17,16,18,18,18,1,100,100,3889
2A,Alternative1,None,10,17,17,14,18,12,14,14,14,14,18,14,14,16,16,12,18,11,18,11,18,14,17,12,13,30.00616382,32.99155764,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,16,17,16,18,18,18,1,100,100,3889
2A,Alternative1,None,50,17,17,14,18,12,14,14,14,14,18,14,14,16,16,12,18,11,18,11,18,14,17,12,13,30.00616382,32.99155764,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,17,16,16,18,18,18,1,46.31218085,100,3889
2A,Alternative2,None,0,17,18,13,17,13,13,13,13,13,17,13,13,16,16,13,17,11,17,11,17,13,17,12,13,29.20848246,32.19387628,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,15,15,17,18,18,18,1,46.31218085,100,3739.6656
2A,Alternative2,None,2,17,18,13,17,13,13,13,13,13,17,13,13,16,16,13,17,11,17,11,17,13,17,12,13,30.58180661,33.22307738,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,16,16,17,18,18,18,1,46.31218085,100,3739.6656
2A,Alternative2,None,10,18,18,14,18,14,14,14,14,14,18,14,14,17,17,14,18,12,18,12,18,14,17,12,13,30.58180661,33.22307738,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,16,16,17,18,18,18,1,46.31218085,100,3739.6656
2A,Alternative2,None,50,18,18,14,18,14,14,14,14,14,18,14,14,17,17,14,18,12,18,12,18,14,17,12,13,30.58180661,33.22307738,1087.3,9.416666667,14.4,17,3.187045183,3.187045183,123.8696467,123.8696467,18,18,17,2,80,80,Sandy loam,2.577981435,17,15,17,18,18,18,1,46.31218085,100,3739.6656
2A,Alternative3,None,0,8,13,2,10,1,6,3,8,8,13,5,6,7,8,2,11,4,13,2,13,3,14,3,8,29.20848246,32.19387628,1087.3,9.416666667,14.4,13,3.187045183,3.187045183,123.8696467,123.8696467,15,17,17,2,10,60,Sandy loam,2.577981435,13,13,15,17,17,17,1,46.31218085,100,3739.6656
2A,Alternative3,None,2,8,13,2,10,1,6,3,8,8,13,5,6,7,8,2,11,4,13,2,13,3,14,3,8,29.20848246,32.19387628,1087.3,9.416666667,14.4,13,3.187045183,3.187045183,123.8696467,123.8696467,15,17,17,2,10,60,Sandy loam,2.577981435,13,14,15,17,17,17,1,46.31218085,100,3739.6656
2A,Alternative3,None,10,8,13,2,10,1,6,3,8,8,13,5,6,7,8,2,11,4,13,2,13,3,14,3,8,29.20848246,32.19387628,1087.3,9.416666667,14.4,13,3.187045183,3.187045183,123.8696467,123.8696467,15,17,17,2,10,60,Sandy loam,2.577981435,14,14,15,17,17,17,1,46.31218085,100,3739.6656
